City,State,Population,Land_Area,Location_Coordinates,Airports,Wiki_Page,City_Description
Columbia,South Carolina,"133,451",133.5 sq mi,34°01′45″N 80°53′53″W﻿ ,,"https://en.wikipedia.org/wiki/Columbia,_South_Carolina",b'Columbia is the capital and second largest city of the U.S. state of South Carolina with a population estimate of 134309 as of 2016.[2] The city serves as the county seat of Richland County and a portion of the city extends into neighboring Lexington County. It is the center of the Columbia metropolitan statistical area which had a population of 767598 as of the 2010 United States Census growing to 817488 by July 1 2016 according to 2015 U.S. Census estimates. This makes it the 70th largest metropolitan statistical areas in the nation as estimated by the United States Census Bureau as of July 1 2018. The name Columbia is a poetic term used for the United States originating from the name of Christopher Columbus.'
Cedar Rapids,Iowa,"133,174",70.8 sq mi,41°58′01″N 91°40′40″W﻿ ,,"https://en.wikipedia.org/wiki/Cedar_Rapids,_Iowa","b""Cedar Rapids /sidr rpdz/ is the second-largest city in Iowa and is the county seat of Linn County. The city lies on both banks of the Cedar River 20 miles (32 km) north of Iowa City and 100 miles (160 km) northeast of Des Moines the state's capital and largest city. It is a part of the Cedar Rapids/Iowa City Corridor of Linn Benton Cedar Jones Johnson and Washington counties.[5]"""
Sterling Heights,Michigan,"132,964",36.5 sq mi,42°34′52″N 83°01′49″W﻿ ,,"https://en.wikipedia.org/wiki/Sterling_Heights,_Michigan",b'Sterling Heights was incorporated as a city in 1968.  It was until the 1950s an agricultural area largely devoted to growing rhubarb and other crops sold in Detroit.[8] Prior to 1968 Sterling Heights was known as Sterling Township. It had from 1836 until 1838 been known as Jefferson Township.'
New Haven,Connecticut,"130,418",18.7 sq mi,41°18′39″N 72°55′30″W﻿ ,Tweed New Haven Airport,"https://en.wikipedia.org/wiki/New_Haven,_Connecticut","b'New Haven was the first planned city in America.[4][5][6] A year after its founding by English Puritans in 1638 eight streets were laid out in a four-by-four grid creating what is commonly known as the ""Nine Square Plan"".[7] The central common block is the New Haven Green a 16-acre (6 ha) square at the center of Downtown New Haven.  The Green is now a National Historic Landmark and the ""Nine Square Plan"" is recognized by the American Planning Association as a National Planning Landmark.[8][9]'"
Stamford,Connecticut,"129,775",37.6 sq mi,41°04′48″N 73°32′46″W﻿ ,"
Bradley (CT)
Burlington (VT)
T. F. Green (RI)
Manchester–Boston (NH)
Logan (MA)
Portland (ME)
","https://en.wikipedia.org/wiki/Stamford,_Connecticut",b'Stamford (/stmfrd/) is a city in Fairfield County Connecticut United States.  According to the 2010 census the population of the city is 122643.  As of 2017 according to the Census Bureau the population of Stamford had risen to 131000 making it the third-largest city in the state (behind Bridgeport and New Haven) and the seventh-largest city in New England. Approximately 30 miles (50 kilometers) from Manhattan Stamford is in the Bridgeport-Stamford-Norwalk Metro area which is a part of the Greater New York metropolitan area.'
Concord,California,"129,688",30.5 sq mi,37°58′20″N 122°00′06″W﻿ ,,"https://en.wikipedia.org/wiki/Concord,_California",b'Concord (/kkrd/ KON-kord)[11] is the largest city in Contra Costa County California. At the 2010 census the city had a population of 122067 making it the 8th largest city in the San Francisco Bay Area.[12][13] Founded in 1869 as the community of Todos Santos by Salvio Pacheco the name was changed to Concord within months. The city is a major regional suburban East Bay center within the San Francisco Bay Area and is 29 miles (47 kilometres) east of San Francisco.'
Kent,Washington,"129,618",33.7 sq mi,47°23′17″N 122°12′46″W﻿ ,,"https://en.wikipedia.org/wiki/Kent,_Washington","b'The Kent area was first permanently settled by European Americans in the early to mid-1850\'s along the banks of what was then the White River. The first settler was Samuel Russell who sailed the White and Duamish rivers until he claimed a plot of land southeast of modern-day downtown Kent in the spring of 1853. Russell was followed by several other settlers who quickly staked claims in the area.[7] The settlements were originally known as ""White River"" and later the town was called ""Titusville"" after an early settler by the name of James Henry Titus.[8] (There is still a ""Titusville Station"" sign on Gowe Street near First Avenue). In 1861 a post office was established under the name White River and was located at the farm of David and Irena Neely who settled in modern-day Kent in 1854. In 1855 their farm was attacked by Native Americans when David Neely served as a lieutenant in the Territorial Army. By 1870 the population was 277 and all of the quality bottom-land had been claimed.[9]'"
Santa Clara,California,"129,488",18.4 sq mi,37°21′53″N 121°58′04″W﻿ ,San Jose International AirportSJC (Major/International),"https://en.wikipedia.org/wiki/Santa_Clara,_California","b""Santa Clara (/sntklr/) is a city in Santa Clara County California. The city's population was 116468 as of the 2010 United States Census making it the ninth-most populous city in the San Francisco Bay Area. Located on the southern coast of San Francisco Bay immediately west of San Jose and 45 miles (72 km) southeast of San Francisco the city was founded in 1777 with the establishment of Mission Santa Clara de Asis the eighth of 21 California missions. The city was later incorporated in 1852. The mission the city and the county are all named for Saint Clare of Assisi.[9]"""
Elizabeth,New Jersey,"128,885",12.3 sq mi,40°39′59″N 74°11′37″W﻿ ,,"https://en.wikipedia.org/wiki/Elizabeth,_New_Jersey","b""Elizabeth is both the largest city and the county seat of Union County in New Jersey United States.[21] As of the 2010 United States Census the city had a total population of 124969[8][9][10] retaining its ranking as New Jersey's fourth most populous city behind Paterson.\n[22] The population increased by 4401 (3.7%) from the 120568 counted in the 2000 Census which had in turn increased by 10566 (+9.6%) from the 110002 counted in the 1990 Census.[23] For 2018 the Census Bureau's Population Estimates Program calculated a population of 128885 an increase of 3.1% from the 2010 enumeration[12] ranking the city the 215th-most-populous in the nation.[24]"""
Round Rock,Texas,"128,739",35.6 sq mi,30°31′31″N 97°39′58″W﻿ ,,"https://en.wikipedia.org/wiki/Round_Rock,_Texas",b'Round Rock is a city in the U.S. state of Texas in Williamson County (with a small part in Travis County)[3] which is a part of the Greater Austin Texas metropolitan area. The population was 99887 at the 2010 census.'
Thousand Oaks,California,"127,690",55.2 sq mi,34°11′36″N 118°52′27″W﻿ ,Los Angeles International AirportLAX (Major/International),"https://en.wikipedia.org/wiki/Thousand_Oaks,_California",b'Thousand Oaks is the second-largest city in Ventura County California United States. It is in the northwestern part of Greater Los Angeles approximately 40 miles (64 km) from Downtown Los Angeles and is less than 15 miles (24 km) from the Los Angeles neighborhood of Woodland Hills. It is named after the many oak trees present in the area and the city seal is adorned with an oak.'
Lafayette,Louisiana,"126,143",53.8 sq mi,30°12′27″N 92°01′43″W﻿ ,,"https://en.wikipedia.org/wiki/Lafayette,_Louisiana","b""The Attakapas Native Americans inhabited this area at the time of European encounter. French colonists founded the first European settlement Petit Manchac a trading post along the Vermilion River.[6] In the late eighteenth century numerous Acadian refugees settled in this area after being expelled from Canada after Great Britain defeated France in the Seven Years' War. They intermarried with other settlers forming what is known as Cajun culture which continued as strongly French language and Catholic religion."""
Athens,Georgia,"125,964",116.4 sq mi,33°56′59″N 83°22′12″W﻿ ,,"https://en.wikipedia.org/wiki/Athens,_Georgia","b""Athens officially AthensClarke County is a consolidated citycounty and college town in the U.S. state of Georgia. Athens lies about 70 mi (113 km) northeast of downtown Atlanta a global city. The University of Georgia the state's flagship public university and an R1 research institution is in Athens and contributed to its initial growth. In 1991 after a vote the preceding year the original City of Athens abandoned its charter to form a unified government with Clarke County referred to jointly as AthensClarke County.[4]  As of 2017[update] the U.S. Census Bureau's estimated population of the consolidated city-county (all of Clarke County except Winterville and a portion of Bogart) was 125691; the entire county including Winterville and Bogart had a population of 127064.[5] Athens is the sixth-largest city in Georgia and the principal city of the Athens metropolitan area[6] which had a 2017 estimated population of 209271 according to the U.S. Census Bureau.[7] Metropolitan Athens is a component of the larger AtlantaAthensClarke CountySandy Springs Combined Statistical Area a trading area.[8]The city is dominated by a pervasive student culture and music scene centered on downtown Athens next to the University of Georgia's North Campus.[9]  Major music acts associated with Athens include numerous alternative rock bands such as R.E.M. the B-52's Widespread Panic and Neutral Milk Hotel. The city is also known as a recording site for such groups as the Atlanta-based Indigo Girls."""
